,entity,country,period_start_date,payment_category,count,amount_reported_cad
2212,Crown Point Energy Inc.,Argentina,1/1/17,Production Entitlements,2,380000.0
2213,Crown Point Energy Inc.,Argentina,1/1/17,Royalties,2,5280000.0
2214,Crown Point Energy Inc.,Argentina,1/1/17,Taxes,2,1480000.0
2215,Crown Point Energy Inc.,Argentina,1/1/18,Production Entitlements,2,280000.0
2216,Crown Point Energy Inc.,Argentina,1/1/18,Royalties,2,15980000.0
2217,Crown Point Energy Inc.,Argentina,1/1/18,Taxes,3,6180000.0
2218,Crown Point Energy Inc.,Argentina,1/1/19,Production Entitlements,2,340000.0
2219,Crown Point Energy Inc.,Argentina,1/1/19,Royalties,2,18620000.0
2220,Crown Point Energy Inc.,Argentina,1/1/19,Taxes,3,18070000.0
2221,Cruzsur Energy Corp.,Argentina,1/1/17,Royalties,5,1610264.0
2222,Cruzsur Energy Corp.,Argentina,1/1/18,Royalties,5,2808000.0
2223,Cruzsur Energy Corp.,Argentina,1/1/19,Royalties,3,363720.0
2224,Cruzsur Energy Corp.,Colombia,1/1/17,Fees,2,1714152.0
2225,Crystal Peak Minerals Inc.,Canada,1/1/18,Taxes,1,230898.0
2226,Crystal Peak Minerals Inc.,Canada,1/1/19,Taxes,1,425330.4
2227,Cub Energy Inc.,Ukraine,1/1/16,Royalties,3,12584716.0
2228,Cub Energy Inc.,Ukraine,1/1/16,Taxes,2,2207041.2
2229,Cub Energy Inc.,Ukraine,1/1/17,Royalties,2,10562812.4
2230,Cub Energy Inc.,Ukraine,1/1/17,Taxes,2,3945146.8
2231,Cub Energy Inc.,Ukraine,1/1/18,Royalties,3,11821120.0
2232,Cub Energy Inc.,Ukraine,1/1/18,Taxes,2,4550560.0
2233,Cub Energy Inc.,Ukraine,1/1/19,Royalties,3,8669526.0
2234,Cub Energy Inc.,Ukraine,1/1/19,Taxes,2,2488884.0
2235,Dalradian Resources Inc.,United Kingdom,1/1/16,Fees,3,340000.0
2236,Dalradian Resources Inc.,United Kingdom,1/1/16,Taxes,3,400000.0
2237,Dalradian Resources Inc.,United Kingdom,1/1/17,Fees,3,680000.0
2238,De Beers Canada Holdings Inc.,Angola,1/1/19,Fees,3,839154.0
2239,De Beers Canada Holdings Inc.,Australia,1/1/16,Fees,7,1321699.7
2240,De Beers Canada Holdings Inc.,Australia,1/1/16,Royalties,9,485475679.17
2241,De Beers Canada Holdings Inc.,Australia,1/1/17,Fees,16,38105657.4
2242,De Beers Canada Holdings Inc.,Australia,1/1/17,Royalties,5,993841087.8
2243,De Beers Canada Holdings Inc.,Australia,1/1/18,Fees,11,16238400.0
2244,De Beers Canada Holdings Inc.,Australia,1/1/18,Royalties,5,1044667680.0
2245,De Beers Canada Holdings Inc.,Australia,1/1/18,Taxes,5,950822240.0
2246,De Beers Canada Holdings Inc.,Australia,1/1/19,Fees,9,18256146.0
2247,De Beers Canada Holdings Inc.,Australia,1/1/19,Royalties,5,1041143304.0
2248,De Beers Canada Holdings Inc.,Australia,1/1/19,Taxes,5,1486224870.0
2249,De Beers Canada Holdings Inc.,Brazil,1/1/16,Fees,10,6332992.890000001
2250,De Beers Canada Holdings Inc.,Brazil,1/1/16,Infrastructure Improvement Payments,1,7520107.53
2251,De Beers Canada Holdings Inc.,Brazil,1/1/16,Royalties,5,47992232.16
2252,De Beers Canada Holdings Inc.,Brazil,1/1/16,Taxes,4,90767115.94
2253,De Beers Canada Holdings Inc.,Brazil,1/1/17,Fees,10,3181964.4
2254,De Beers Canada Holdings Inc.,Brazil,1/1/17,Infrastructure Improvement Payments,2,5295733.8
2255,De Beers Canada Holdings Inc.,Brazil,1/1/17,Royalties,4,43657758.0
2256,De Beers Canada Holdings Inc.,Brazil,1/1/17,Taxes,1,32877785.4
2257,De Beers Canada Holdings Inc.,Brazil,1/1/18,Fees,4,2431680.0
2258,De Beers Canada Holdings Inc.,Brazil,1/1/18,Infrastructure Improvement Payments,2,1077120.0
2259,De Beers Canada Holdings Inc.,Brazil,1/1/18,Royalties,4,29419520.0
2260,De Beers Canada Holdings Inc.,Brazil,1/1/19,Fees,10,1948500.0
2261,De Beers Canada Holdings Inc.,Brazil,1/1/19,Infrastructure Improvement Payments,7,3824256.0
2262,De Beers Canada Holdings Inc.,Brazil,1/1/19,Royalties,4,167079978.0
2263,De Beers Canada Holdings Inc.,Canada,1/1/16,Fees,11,16997383.64
2264,De Beers Canada Holdings Inc.,Canada,1/1/16,Royalties,2,42637319.62
2265,De Beers Canada Holdings Inc.,Canada,1/1/17,Fees,17,24204042.0
2266,De Beers Canada Holdings Inc.,Canada,1/1/17,Royalties,3,28537143.6
2267,De Beers Canada Holdings Inc.,Canada,1/1/17,Taxes,2,1236592.8
2268,De Beers Canada Holdings Inc.,Canada,1/1/18,Fees,14,15920160.0
2269,De Beers Canada Holdings Inc.,Canada,1/1/18,Royalties,2,42649600.0
2270,De Beers Canada Holdings Inc.,Canada,1/1/19,Fees,16,18150927.0
2271,De Beers Canada Holdings Inc.,Canada,1/1/19,Royalties,4,72477705.0
2272,De Beers Canada Holdings Inc.,Chile,1/1/16,Fees,2,5758146.24
2273,De Beers Canada Holdings Inc.,Chile,1/1/16,Infrastructure Improvement Payments,1,1173464.13
2274,De Beers Canada Holdings Inc.,Chile,1/1/17,Fees,2,5346001.8
2275,De Beers Canada Holdings Inc.,Chile,1/1/17,Infrastructure Improvement Payments,2,3644430.0
2276,De Beers Canada Holdings Inc.,Chile,1/1/17,Taxes,2,-428677963.8
2277,De Beers Canada Holdings Inc.,Chile,1/1/18,Fees,3,7289600.0
2278,De Beers Canada Holdings Inc.,Chile,1/1/18,Infrastructure Improvement Payments,2,12044160.0
2279,De Beers Canada Holdings Inc.,Chile,1/1/18,Royalties,2,27186400.0
2280,De Beers Canada Holdings Inc.,Chile,1/1/18,Taxes,2,50799148.4
2281,De Beers Canada Holdings Inc.,Chile,1/1/19,Fees,5,3865824.0
2282,De Beers Canada Holdings Inc.,Chile,1/1/19,Infrastructure Improvement Payments,4,706656.0
2283,De Beers Canada Holdings Inc.,Chile,1/1/19,Royalties,3,91615872.0
2284,De Beers Canada Holdings Inc.,Chile,1/1/19,Taxes,2,635385066.0
2285,De Beers Canada Holdings Inc.,Finland,1/1/17,Fees,2,826908.6
2286,De Beers Canada Holdings Inc.,Finland,1/1/18,Fees,3,791248.0
2287,De Beers Canada Holdings Inc.,Finland,1/1/19,Fees,3,311760.0
2288,De Beers Canada Holdings Inc.,Peru,1/1/16,Infrastructure Improvement Payments,2,31990024.7
2289,De Beers Canada Holdings Inc.,Peru,1/1/16,Taxes,2,321885.78
2290,De Beers Canada Holdings Inc.,Peru,1/1/17,Fees,3,1827241.7999999998
2291,De Beers Canada Holdings Inc.,Peru,1/1/17,Infrastructure Improvement Payments,2,11214790.8
2292,De Beers Canada Holdings Inc.,Peru,1/1/17,Taxes,1,429791.4
2293,De Beers Canada Holdings Inc.,Peru,1/1/18,Fees,16,3438080.0
2294,De Beers Canada Holdings Inc.,Peru,1/1/18,Infrastructure Improvement Payments,2,8973280.0
2295,De Beers Canada Holdings Inc.,Peru,1/1/19,Fees,4,1454880.0
2296,De Beers Canada Holdings Inc.,Peru,1/1/19,Taxes,2,381906.0
2297,De Beers Canada Holdings Inc.,South Africa,1/1/16,Fees,2,2061883.1
2298,De Beers Canada Holdings Inc.,South Africa,1/1/16,Infrastructure Improvement Payments,3,7780833.48
2299,De Beers Canada Holdings Inc.,South Africa,1/1/16,Royalties,4,355967048.65
2300,De Beers Canada Holdings Inc.,South Africa,1/1/16,Taxes,4,966413867.6
2301,De Beers Canada Holdings Inc.,South Africa,1/1/17,Fees,5,4498986.0
2302,De Beers Canada Holdings Inc.,South Africa,1/1/17,Infrastructure Improvement Payments,7,19129487.4
2303,De Beers Canada Holdings Inc.,South Africa,1/1/17,Royalties,4,433154329.2
2304,De Beers Canada Holdings Inc.,South Africa,1/1/17,Taxes,4,1619831005.2
2305,De Beers Canada Holdings Inc.,South Africa,1/1/18,Infrastructure Improvement Payments,5,8334080.0
2306,De Beers Canada Holdings Inc.,South Africa,1/1/18,Royalties,5,450777440.0
2307,De Beers Canada Holdings Inc.,South Africa,1/1/18,Taxes,4,1441417760.0
2308,De Beers Canada Holdings Inc.,South Africa,1/1/19,Royalties,5,803002830.0
2309,De Beers Canada Holdings Inc.,South Africa,1/1/19,Taxes,5,1954867698.0
2310,De Beers Canada Holdings Inc.,United States,1/1/16,Fees,2,488181.88
2311,De Beers Canada Holdings Inc.,United States,1/1/17,Fees,1,600702.6
2312,De Beers Canada Holdings Inc.,United States,1/1/18,Fees,4,965600.0
2313,De Beers Canada Holdings Inc.,United States,1/1/19,Fees,5,1041798.0
2314,De Beers Canada Holdings Inc.,Zambia,1/1/16,Fees,2,468895.2
2315,De Beers Canada Holdings Inc.,Zambia,1/1/17,Fees,2,643430.4
2316,De Beers Canada Holdings Inc.,Zambia,1/1/18,Fees,4,1020816.0
2317,De Beers Canada Holdings Inc.,Zambia,1/1/19,Fees,1,465042.0
2318,De Beers Canada Holdings Inc.,Zimbabwe,1/1/16,Fees,3,1292991.98
2319,De Beers Canada Holdings Inc.,Zimbabwe,1/1/17,Fees,3,1754353.2000000002
2320,De Beers Canada Holdings Inc.,Zimbabwe,1/1/17,Taxes,2,103049.4
2321,De Beers Canada Holdings Inc.,Zimbabwe,1/1/18,Fees,3,938400.0
2322,De Beers Canada Holdings Inc.,Zimbabwe,1/1/18,Taxes,2,103360.0
2323,De Beers Canada Holdings Inc.,Zimbabwe,1/1/19,Fees,6,1473066.0
2324,De Beers Canada Holdings Inc.,Zimbabwe,1/1/19,Royalties,3,19948743.0
2325,De Beers Canada Holdings Inc.,Zimbabwe,1/1/19,Taxes,2,135096.0
2326,Decklar Resources Inc.,Vietnam,1/1/16,Fees,2,3320000.0
2327,Decklar Resources Inc.,Vietnam,1/1/16,Royalties,2,6900000.0
2328,Decklar Resources Inc.,Vietnam,1/1/16,Taxes,2,13440000.0
2329,Decklar Resources Inc.,Vietnam,1/1/17,Fees,3,1197168.0
2330,Decklar Resources Inc.,Vietnam,1/1/17,Infrastructure Improvement Payments,2,166586.0
2331,Decklar Resources Inc.,Vietnam,1/1/17,Taxes,2,209450.0
2332,Delphi Energy Corp.,Canada,1/1/16,Bonuses,2,735560.16
2333,Delphi Energy Corp.,Canada,1/1/16,Fees,3,650726.26
2334,Delphi Energy Corp.,Canada,1/1/16,Royalties,3,6375510.3
2335,Delphi Energy Corp.,Canada,1/1/16,Taxes,2,1602083.34
2336,Delphi Energy Corp.,Canada,1/1/17,Bonuses,2,4110708.08
2337,Delphi Energy Corp.,Canada,1/1/17,Fees,5,1495445.62
2338,Delphi Energy Corp.,Canada,1/1/17,Royalties,3,8416535.32
2339,Delphi Energy Corp.,Canada,1/1/17,Taxes,2,2228507.34
2340,Delphi Energy Corp.,Canada,1/1/18,Fees,3,1841082.88
2341,Delphi Energy Corp.,Canada,1/1/18,Royalties,2,10920489.08
2342,Delphi Energy Corp.,Canada,1/1/18,Taxes,2,2475387.82
2343,Delphi Energy Corp.,Canada,1/1/19,Fees,3,1798347.77
2344,Delphi Energy Corp.,Canada,1/1/19,Royalties,2,11120679.61
2345,Delphi Energy Corp.,Canada,1/1/19,Taxes,2,2502866.0300000003
2346,Deltastream Energy Corporation,Canada,1/1/19,Bonuses,2,404296.0
2347,Deltastream Energy Corporation,Canada,1/1/19,Fees,6,1344316.0
2348,Deltastream Energy Corporation,Canada,1/1/19,Royalties,5,13919518.14
2349,Deltastream Energy Corporation,Canada,1/1/19,Taxes,2,828572.0
2350,Denison Mines Corp,Canada,1/1/16,Bonuses,6,3830.0
2351,Denison Mines Corp,Canada,1/1/16,Fees,19,513503.0
2352,Denison Mines Corp,Canada,1/1/16,Royalties,2,7314.0
2353,Denison Mines Corp,Canada,1/1/16,Taxes,9,85458.0
2354,Denison Mines Corp,Canada,1/1/17,Bonuses,4,1160.94
2355,Denison Mines Corp,Canada,1/1/17,Fees,21,813941.7
2356,Denison Mines Corp,Canada,1/1/17,Taxes,7,140298.15
2357,Denison Mines Corp,Canada,1/1/18,Bonuses,8,8750.0
2358,Denison Mines Corp,Canada,1/1/18,Fees,24,431850.0
2359,Denison Mines Corp,Canada,1/1/18,Royalties,2,6.0
2360,Denison Mines Corp,Canada,1/1/18,Taxes,8,95214.0
2361,Denison Mines Corp,Canada,1/1/19,Bonuses,17,49097.5
2362,Denison Mines Corp,Canada,1/1/19,Fees,23,1707208.54
2363,Denison Mines Corp,Canada,1/1/19,Taxes,7,198923.2
2364,Denison Mines Corp,Mali,1/1/16,Bonuses,2,248.0
2365,Denison Mines Corp,Mali,1/1/16,Fees,4,14214.0
2366,Denison Mines Corp,United States,1/1/19,Fees,1,7784.9
2367,Denison Mines Corp,Zambia,1/1/16,Bonuses,3,2348.0
2368,Denison Mines Corp,Zambia,1/1/16,Fees,3,153169.0
2369,Detour Gold Corporation,Canada,1/1/16,Fees,2,400000.0
2370,Detour Gold Corporation,Canada,1/1/17,Bonuses,2,730000.0
2371,Detour Gold Corporation,Canada,1/1/17,Fees,5,12104000.0
2372,Detour Gold Corporation,Canada,1/1/18,Fees,5,9621755.12
2373,Devon Canada Corporation,Canada,1/1/17,Fees,7,5859795.0
2374,Devon Canada Corporation,Canada,1/1/17,Infrastructure Improvement Payments,8,2180321.0
2375,Devon Canada Corporation,Canada,1/1/17,Royalties,4,218516311.0
2376,Devon Canada Corporation,Canada,1/1/17,Taxes,9,277040096.0
2377,Devon Canada Corporation,Canada,1/1/18,Fees,11,3360000.0
2378,Devon Canada Corporation,Canada,1/1/18,Infrastructure Improvement Payments,9,4740000.0
2379,Devon Canada Corporation,Canada,1/1/18,Royalties,4,163800000.0
2380,Devon Canada Corporation,Canada,1/1/18,Taxes,10,333960000.0
2381,Devon Canada Corporation,Canada,1/1/19,Fees,10,30720000.0
2382,Devon Canada Corporation,Canada,1/1/19,Royalties,4,153060000.0
2383,Devon Canada Corporation,Canada,1/1/19,Taxes,11,79740000.0
2384,Devon Operating Company Ltd.,Canada,1/1/16,Fees,8,20358330.0
2385,Devon Operating Company Ltd.,Canada,1/1/16,Infrastructure Improvement Payments,5,1656900.0
2386,Devon Operating Company Ltd.,Canada,1/1/16,Royalties,4,87961343.0
2387,Devon Operating Company Ltd.,Canada,1/1/16,Taxes,9,65913395.0
2388,Direct Energy Marketing Limited,Canada,1/1/16,Fees,11,24452924.0
2389,Direct Energy Marketing Limited,Canada,1/1/16,Royalties,4,6148059.5
2390,Direct Energy Marketing Limited,Canada,1/1/16,Taxes,24,33481798.0
2391,Direct Energy Marketing Limited,Netherlands,1/1/16,Fees,2,484282.0
2392,Direct Energy Marketing Limited,Netherlands,1/1/16,Taxes,2,6806484.0
2393,Direct Energy Marketing Limited,Norway,1/1/16,Fees,4,3147833.0
2394,Direct Energy Marketing Limited,Norway,1/1/16,Taxes,2,333481229.0
2395,Direct Energy Marketing Limited,Trinidad And Tobago,1/1/16,Fees,3,4046740.0
2396,Direct Energy Marketing Limited,United Kingdom,1/1/16,Fees,10,16429101.0
2397,Direct Energy Marketing Limited,United Kingdom,1/1/16,Taxes,1,31841541.5
2398,Discovery Silver Corp.,Canada,9/1/17,Taxes,1,32562.0
2399,Discovery Silver Corp.,Mexico,1/1/18,Taxes,8,232922.7
2400,Discovery Silver Corp.,Mexico,1/1/19,Taxes,9,1233380.0
2401,Discovery Silver Corp.,Mexico,9/1/17,Taxes,7,250183.0
2402,Dundee Corporation,Canada,1/1/16,Fees,10,994513.0
2403,Dundee Corporation,Canada,1/1/16,Royalties,6,1898239.0
2404,Dundee Corporation,Canada,1/1/16,Taxes,20,2857807.0
2405,Dundee Corporation,Canada,1/1/17,Fees,8,1122770.94
2406,Dundee Corporation,Canada,1/1/17,Royalties,2,4223692.22
2407,Dundee Corporation,Canada,1/1/17,Taxes,4,8231.16
2408,Dundee Corporation,Chad,1/1/16,Fees,5,532897.0
2409,Dundee Corporation,Chad,1/1/16,Taxes,2,483931.0
2410,Dundee Corporation,Chad,1/1/17,Fees,10,2425266.0
2411,Dundee Corporation,Chad,1/1/17,Taxes,3,86598.0
2412,Dundee Precious Metals Inc.,Armenia,1/1/16,Fees,3,215584.0
2413,Dundee Precious Metals Inc.,Armenia,1/1/16,Taxes,2,1859412.0
2414,Dundee Precious Metals Inc.,Bulgaria,1/1/16,Bonuses,6,350324.0
2415,Dundee Precious Metals Inc.,Bulgaria,1/1/16,Fees,17,7195116.0
2416,Dundee Precious Metals Inc.,Bulgaria,1/1/16,Infrastructure Improvement Payments,7,1347400.0
2417,Dundee Precious Metals Inc.,Bulgaria,1/1/16,Royalties,2,17058084.0
2418,Dundee Precious Metals Inc.,Bulgaria,1/1/16,Taxes,7,20534376.0
2419,Dundee Precious Metals Inc.,Bulgaria,1/1/17,Bonuses,12,2025816.0
2420,Dundee Precious Metals Inc.,Bulgaria,1/1/17,Fees,13,701244.0
2421,Dundee Precious Metals Inc.,Bulgaria,1/1/17,Infrastructure Improvement Payments,6,3688024.0
2422,Dundee Precious Metals Inc.,Bulgaria,1/1/17,Royalties,3,17868736.0
2423,Dundee Precious Metals Inc.,Bulgaria,1/1/17,Taxes,5,20413992.0
2424,Dundee Precious Metals Inc.,Bulgaria,1/1/18,Bonuses,6,1341600.0
2425,Dundee Precious Metals Inc.,Bulgaria,1/1/18,Fees,11,5314800.0
2426,Dundee Precious Metals Inc.,Bulgaria,1/1/18,Infrastructure Improvement Payments,4,1315800.0
2427,Dundee Precious Metals Inc.,Bulgaria,1/1/18,Royalties,3,22368600.0
2428,Dundee Precious Metals Inc.,Bulgaria,1/1/18,Taxes,5,26548200.0
2429,Dundee Precious Metals Inc.,Bulgaria,1/1/19,Bonuses,9,1662720.0
2430,Dundee Precious Metals Inc.,Bulgaria,1/1/19,Fees,9,441660.0
2431,Dundee Precious Metals Inc.,Bulgaria,1/1/19,Infrastructure Improvement Payments,4,779400.0
2432,Dundee Precious Metals Inc.,Bulgaria,1/1/19,Royalties,3,18289920.0
2433,Dundee Precious Metals Inc.,Bulgaria,1/1/19,Taxes,4,23693760.0
2434,Dynacor Gold Mines Inc.,Peru,1/1/18,Taxes,4,2209399.0
2435,Dynacor Gold Mines Inc.,Peru,1/1/19,Taxes,2,3351347.2600000002
2436,Eagle Energy Inc.,Canada,1/1/16,Fees,2,160000.0
2437,Eagle Energy Inc.,Canada,1/1/16,Royalties,4,4020000.0
2438,Eagle Energy Inc.,Canada,1/1/16,Taxes,2,780000.0
2439,Eagle Energy Inc.,Canada,1/1/17,Fees,3,760000.0
2440,Eagle Energy Inc.,Canada,1/1/17,Royalties,4,10060000.0
2441,Eagle Energy Inc.,Canada,1/1/17,Taxes,4,2320000.0
2442,Eagle Energy Inc.,Canada,1/1/18,Fees,5,860000.0
2443,Eagle Energy Inc.,Canada,1/1/18,Royalties,4,13700000.0
2444,Eagle Energy Inc.,Canada,1/1/18,Taxes,2,1540000.0
2445,Eagle Energy Inc.,Canada,1/1/19,Fees,3,700000.0
2446,Eagle Energy Inc.,Canada,1/1/19,Royalties,3,8300000.0
2447,Eagle Energy Inc.,Canada,1/1/19,Taxes,2,1520000.0
2448,Eagle Energy Inc.,United States,1/1/16,Fees,4,800000.0
2449,Eagle Energy Inc.,United States,1/1/16,Royalties,4,3260000.0
2450,Eagle Energy Inc.,United States,1/1/16,Taxes,7,1840000.0
2451,Eagle Energy Inc.,United States,1/1/17,Fees,3,60000.0
2452,Eagle Energy Inc.,United States,1/1/17,Royalties,4,3660000.0
2453,Eagle Energy Inc.,United States,1/1/17,Taxes,4,540000.0
2454,Eagle Energy Inc.,United States,1/1/18,Royalties,3,2280000.0
2455,Eagle Energy Inc.,United States,1/1/18,Taxes,4,920000.0
2456,East Africa Metals Inc.,Tanzania,1/1/16,Fees,2,260003.0
2457,East West Petroleum Corp.,New Zealand,4/1/18,Fees,3,18226.0
2458,East West Petroleum Corp.,New Zealand,4/1/18,Royalties,2,233994.0
2459,East West Petroleum Corp.,New Zealand,4/1/19,Fees,3,11646.0
2460,East West Petroleum Corp.,New Zealand,4/1/19,Royalties,2,464744.0
2461,Eastern Platinum Limited,South Africa,1/1/16,Taxes,4,5620000.0
2462,Eastern Platinum Limited,South Africa,1/1/17,Taxes,4,1700000.0
2463,Eastern Platinum Limited,South Africa,1/1/18,Taxes,2,490000.0
2464,Eastern Platinum Limited,South Africa,1/1/19,Taxes,2,480000.0
2465,Eastmain Resources Inc.,Canada,11/1/16,Fees,10,302735.0
2466,Eastmain Resources Inc.,Canada,11/1/18,Fees,9,275104.09
2467,Eastmain Resources Inc.,Canada,11/1/19,Fees,8,208000.0
2468,Eco Oro Minerals Corp.,Colombia,1/1/16,Fees,2,2042842.0
2469,Eco Oro Minerals Corp.,Colombia,1/1/16,Taxes,2,558518.0
2470,Eco Oro Minerals Corp.,Colombia,1/1/17,Taxes,3,555180.0
2471,Eco Oro Minerals Corp.,Colombia,1/1/18,Taxes,8,461446.79
2472,Eco Oro Minerals Corp.,Colombia,1/1/19,Taxes,10,1739616.0
2473,Ecobalt Solutions Inc.,United States,1/1/18,Fees,3,208682.84999999998
2474,Ecobalt Solutions Inc.,United States,1/1/18,Taxes,2,180429.48
2475,Ecobalt Solutions Inc.,United States,3/1/17,Fees,2,276144.0
2476,Ecobalt Solutions Inc.,United States,3/1/17,Infrastructure Improvement Payments,2,517840.0
2477,Ecobalt Solutions Inc.,United States,3/1/17,Taxes,2,136062.0
2478,Eldorado Gold (Quebec) Inc.,Canada,1/1/16,Fees,2,2184.0
2479,Eldorado Gold (Quebec) Inc.,Canada,1/1/16,Taxes,2,221610.0
2480,Eldorado Gold Corporation,Brazil,1/1/16,Fees,2,943180.0
2481,Eldorado Gold Corporation,Brazil,1/1/17,Fees,2,571560.0
2482,Eldorado Gold Corporation,Brazil,1/1/18,Fees,2,1144000.0
2483,Eldorado Gold Corporation,Brazil,1/1/18,Infrastructure Improvement Payments,2,2756000.0
2484,Eldorado Gold Corporation,Canada,1/1/17,Taxes,2,337740.0
2485,Eldorado Gold Corporation,Canada,1/1/18,Taxes,2,338000.0
2486,Eldorado Gold Corporation,Canada,1/1/19,Fees,2,623520.0
2487,Eldorado Gold Corporation,Canada,1/1/19,Taxes,3,2390160.0
2488,Eldorado Gold Corporation,China,1/1/16,Fees,10,30316500.0
2489,Eldorado Gold Corporation,China,1/1/16,Royalties,5,9970760.0
2490,Eldorado Gold Corporation,China,1/1/16,Taxes,7,27271376.0
2491,Eldorado Gold Corporation,Greece,1/1/16,Fees,2,5227912.0
2492,Eldorado Gold Corporation,Greece,1/1/16,Infrastructure Improvement Payments,4,1967204.0
2493,Eldorado Gold Corporation,Greece,1/1/16,Royalties,2,2263632.0
2494,Eldorado Gold Corporation,Greece,1/1/16,Taxes,2,3018176.0
2495,Eldorado Gold Corporation,Greece,1/1/17,Royalties,2,389700.0
2496,Eldorado Gold Corporation,Greece,1/1/17,Taxes,2,467640.0
2497,Eldorado Gold Corporation,Greece,1/1/18,Royalties,3,442000.0
2498,Eldorado Gold Corporation,Greece,1/1/18,Taxes,3,234000.0
2499,Eldorado Gold Corporation,Greece,1/1/19,Royalties,3,389700.0
2500,Eldorado Gold Corporation,Greece,1/1/19,Taxes,3,181860.0
2501,Eldorado Gold Corporation,Romania,1/1/16,Fees,2,350324.0
2502,Eldorado Gold Corporation,Romania,1/1/16,Taxes,2,2910384.0
2503,Eldorado Gold Corporation,Romania,1/1/17,Fees,3,597540.0
2504,Eldorado Gold Corporation,Romania,1/1/18,Fees,3,4732000.0
2505,Eldorado Gold Corporation,Romania,1/1/19,Fees,2,415680.0
2506,Eldorado Gold Corporation,Turkey,1/1/16,Fees,5,6575312.0
2507,Eldorado Gold Corporation,Turkey,1/1/16,Royalties,4,16492176.0
2508,Eldorado Gold Corporation,Turkey,1/1/16,Taxes,5,103588112.0
2509,Eldorado Gold Corporation,Turkey,1/1/17,Fees,4,52219800.0
2510,Eldorado Gold Corporation,Turkey,1/1/17,Royalties,4,19666860.0
2511,Eldorado Gold Corporation,Turkey,1/1/17,Taxes,7,28837800.0
2512,Eldorado Gold Corporation,Turkey,1/1/18,Fees,4,20878000.0
2513,Eldorado Gold Corporation,Turkey,1/1/18,Royalties,4,15314000.0
2514,Eldorado Gold Corporation,Turkey,1/1/18,Taxes,4,40066000.0
2515,Eldorado Gold Corporation,Turkey,1/1/19,Fees,4,22329810.0
2516,Eldorado Gold Corporation,Turkey,1/1/19,Royalties,5,17198760.0
2517,Eldorado Gold Corporation,Turkey,1/1/19,Taxes,4,44984370.0
2518,Elemental Royalties Corp.,Brazil,10/1/15,Fees,2,193950.0
2519,Elemental Royalties Corp.,Brazil,10/1/15,Royalties,2,72120.0
2520,Elemental Royalties Corp.,Brazil,10/1/15,Taxes,2,209556.0
2521,Elemental Royalties Corp.,Brazil,10/1/16,Fees,2,43624.0
2522,Elemental Royalties Corp.,Brazil,10/1/16,Royalties,2,106272.0
2523,Elemental Royalties Corp.,Brazil,10/1/16,Taxes,2,163522.0
2524,Elemental Royalties Corp.,Brazil,10/1/17,Royalties,2,90544.0
2525,Elemental Royalties Corp.,Brazil,10/1/17,Taxes,2,196204.0
2526,Ember Resources Inc.,Canada,1/1/16,Fees,3,14662000.0
2527,Ember Resources Inc.,Canada,1/1/16,Royalties,3,2006000.0
2528,Ember Resources Inc.,Canada,1/1/16,Taxes,11,44654000.0
2529,Ember Resources Inc.,Canada,1/1/17,Fees,4,15888000.0
2530,Ember Resources Inc.,Canada,1/1/17,Royalties,3,2348000.0
2531,Ember Resources Inc.,Canada,1/1/17,Taxes,11,41700000.0
2532,Ember Resources Inc.,Canada,1/1/18,Fees,3,16142000.0
2533,Ember Resources Inc.,Canada,1/1/18,Royalties,3,1010000.0
2534,Ember Resources Inc.,Canada,1/1/18,Taxes,11,40578000.0
2535,Ember Resources Inc.,Canada,1/1/19,Fees,4,12280000.0
2536,Ember Resources Inc.,Canada,1/1/19,Royalties,2,578000.0
2537,Ember Resources Inc.,Canada,1/1/19,Taxes,11,31278000.0
2538,Emx Royalty Corporation,Australia,1/1/16,Fees,7,76240.0
2539,Emx Royalty Corporation,Australia,1/1/17,Fees,10,66664.0
